BeachName,Date,EventID,SumOfEstCorEffort,SumOfTotHarvest,CPUE,SumOfWastage,Wastage %
"Copalis","2009-04-27 00:00:00",156,3368.834513510231,50614.68439810492,15.02439024390244,1349,0.02666666666666667
"Copalis","2009-05-09 00:00:00",160,4244.806510673498,63672.09766010248,15,3185,0.05
"Copalis","2009-10-16 00:00:00",164,4923.76840031205,67448.88219605549,13.6986301369863,,
"Copalis","2009-10-17 00:00:00",167,6772.752392069288,100367.2944848822,14.81927710843373,,
"Copalis","2009-10-18 00:00:00",168,2860.320349352538,42641.35468179507,14.9078947368421,,
"Copalis","2009-11-14 00:00:00",183,3936.184796803755,59042.77195205631,15,,
"Copalis","2009-11-15 00:00:00",189,3833.145131832616,43442.31149410299,11.33333333333333,,
"Copalis","2009-11-16 00:00:00",191,389.9999734333601,1979.999865123213,5.076923076923077,,
"Copalis","2009-12-03 00:00:00",196,2079.775955011365,31196.63932517048,15,,
"Copalis","2009-12-04 00:00:00",201,2388.152805190886,34482.59660178059,14.4390243902439,,
"Copalis","2009-12-05 00:00:00",202,2062.895197292892,30943.42795939338,15,,
"Copalis","2009-12-31 00:00:00",210,4776.221177305505,42011.25157997292,8.795918367346939,,
"Copalis","2010-01-01 00:00:00",204,6520.723181772752,19790.96684994186,3.035087719298246,,
"Copalis","2010-01-02 00:00:00",205,7413.838303892626,111207.5745583894,15,,
"Copalis","2010-01-29 00:00:00",217,6807.879940262785,97302.86939009736,14.29268292682927,,
"Copalis","2010-01-30 00:00:00",218,7666.737469603738,93658.52260164564,12.21621621621622,,
"Copalis","2010-01-31 00:00:00",219,2736.778365852557,33357.71366680665,12.18867924528302,,
"Copalis","2010-02-26 00:00:00",228,4087.995378485411,61050.39252045796,14.93406593406593,,
"Copalis","2010-02-28 00:00:00",231,9544.16959633222,141677.8953411094,14.84444444444444,,
"Copalis","2010-03-27 00:00:00",237,8171.922474341684,113112.3526646502,13.84158415841584,,
"Copalis","2010-03-28 00:00:00",238,4158.495853280876,18036.26689853217,4.337209302325581,,
"Copalis","2010-04-30 00:00:00",259,2555.678751508209,37953.73668284579,14.85074626865672,1139,0.03
"Copalis","2010-05-01 00:00:00",269,7118.245210643904,107192.398466167,15.05882352941176,1864,0.01739130434782609
"Copalis","2010-05-02 00:00:00",270,6761.899211194073,101428.4881679111,15,5070,0.05
"Copalis","2010-05-15 00:00:00",275,4922.23260230821,72491.06196126637,14.72727272727273,2173,0.03
"Copalis","2010-10-08 00:00:00",278,3989.974967225834,59523.91226616501,14.91836734693878,1786,0.03
"Copalis","2010-10-09 00:00:00",279,2461.322588717752,12380.08525966988,5.029850746268656,,
"Copalis","2010-11-05 00:00:00",288,4112.553471615228,56502.90856653965,13.73913043478261,,
"Copalis","2010-11-06 00:00:00",290,4061.549414212617,41436.93110230401,10.20224719101124,,
"Copalis","2010-12-04 00:00:00",299,4432.067309985747,66481.0096497862,15,665,0.01
"Copalis","2010-12-05 00:00:00",300,1691.188344316723,25367.82516475084,15,,
"Copalis","2010-12-31 00:00:00",308,10424.47175999655,127836.943162063,12.26315789473684,,
"Copalis","2011-01-01 00:00:00",310,4004.166905333613,42581.94698252628,10.63440860215054,,
"Copalis","2011-02-18 00:00:00",323,5430.193958902474,81452.90938353713,15,,
"Copalis","2011-02-19 00:00:00",324,6222.558086795142,83648.95942391756,13.44285714285714,,
"Copalis","2011-03-19 00:00:00",328,4536.927656419422,56232.92902589578,12.39449541284404,,
"Copalis","2011-03-20 00:00:00",331,3155.555639149232,45209.40290704189,14.32692307692308,2260,0.05
"Copalis","2011-04-21 00:00:00",354,3037.220700108496,45645.08823591626,15.02857142857143,457,0.01
"Copalis","2011-04-22 00:00:00",355,3591.030094443692,52167.87355382745,14.52727272727273,1827,0.035
"Copalis","2011-04-23 00:00:00",356,7118.364591810787,106039.0863331814,14.89655172413793,3182,0.03
"Copalis","2011-10-28 00:00:00",391,3064.026724643052,40131.27685691021,13.09756097560976,,
"Copalis","2011-10-29 00:00:00",397,2636.464686622375,39546.97029933562,15,,
"Copalis","2011-11-25 00:00:00",406,3486.437628614624,50966.21322882694,14.61842105263158,,
"Copalis","2011-12-10 00:00:00",412,1995.636058171891,26597.01160287709,13.32758620689655,,
"Copalis","2011-12-22 00:00:00",417,1958.651509128111,28993.1966811727,14.80263157894737,580,0.02
"Copalis","2011-12-23 00:00:00",420,3056.652347791689,13065.69042781545,4.274509803921569,,
"Copalis","2012-01-20 00:00:00",2,538.6681800381788,3740.751250265131,6.944444444444445,,
"Copalis","2012-01-21 00:00:00",5,1672.144164146593,20714.11240075473,12.38775510204082,,
"Copalis","2012-03-10 00:00:00",525,3766.167508081347,48063.47105551434,12.76190476190476,481,0.01
"Copalis","2012-03-11 00:00:00",532,3272.731061110404,47474.80242968797,14.50617283950617,,
"Copalis","2012-03-24 00:00:00",542,4043.080895870032,59039.34795379443,14.6025641025641,1772,0.03
"Copalis","2012-04-07 00:00:00",550,4040.124961110714,60601.87441666071,15,,
"Copalis","2012-04-23 00:00:00",568,1618.53315160088,24277.99727401319,15,243,0.01
"Copalis","2012-10-13 00:00:00",572,6212.153881865865,92354.02104373919,14.86666666666667,,
"Copalis","2012-10-14 00:00:00",573,2133.359630891877,25877.37526302614,12.12987012987013,,
"Copalis","2012-10-27 00:00:00",585,1974.752040700787,28293.43010038541,14.32758620689655,,
"Copalis","2012-10-28 00:00:00",590,1596.348882065319,23239.86977146255,14.55813953488372,,
"Copalis","2012-11-16 00:00:00",604,1410.885562940875,17308.54253107823,12.26785714285714,,
"Copalis","2012-11-17 00:00:00",606,1360.627657689194,13759.89582856653,10.11290322580645,,
"Copalis","2012-11-30 00:00:00",613,444.8059490172786,3311.333176017518,7.444444444444445,,
"Copalis","2012-12-01 00:00:00",617,703.8123403006076,1533.305455654895,2.178571428571428,,
"Copalis","2012-12-14 00:00:00",625,1553.624963036374,22999.7420998522,14.80392156862745,,
"Copalis","2012-12-15 00:00:00",629,1843.527714506134,23044.09643132667,12.5,,
"Copalis","2012-12-30 00:00:00",635,3201.485887882324,42588.18727169775,13.30263157894737,,
"Copalis","2012-12-31 00:00:00",639,2036.090284177483,19003.50931898985,9.333333333333334,,
"Copalis","2013-01-10 00:00:00",643,1606.628808713185,24099.43213069778,15,,
"Copalis","2013-01-11 00:00:00",647,1809.355340627508,26298.04400256879,14.53448275862069,,
"Copalis","2013-01-12 00:00:00",648,2638.028945098647,38057.96424795647,14.42666666666667,,
"Copalis","2013-01-26 00:00:00",655,3904.829884561015,50132.97722758979,12.83870967741935,,
"Copalis","2013-02-08 00:00:00",673,3112.382917000534,46618.08325681234,14.97826086956522,,
"Copalis","2013-02-09 00:00:00",676,8682.824526043358,128897.1415556296,14.84507042253521,,
"Copalis","2013-03-09 00:00:00",708,8573.842738863083,128136.5508225691,14.94505494505495,10249,0.08
"Copalis","2013-03-10 00:00:00",709,2963.4407748092,43376.95727522916,14.63736263736264,,
"Copalis","2013-03-29 00:00:00",721,3343.22900787181,50088.73460007944,14.98214285714286,1502,0.03
"Copalis","2013-03-30 00:00:00",723,10630.17931323222,159452.6896984833,15,5181,0.0325
"Copalis","2013-04-12 00:00:00",734,1702.498917533076,25051.05550084384,14.71428571428571,877,0.035
"Copalis","2013-04-13 00:00:00",733,3605.902187953202,48657.42088188703,13.49382716049383,,
"Copalis","2013-04-14 00:00:00",735,2765.04862049386,41475.7293074079,15,1244,0.03
"Copalis","2013-04-26 00:00:00",746,3207.547342959746,48404.80535739254,15.09090909090909,2421,0.05
"Copalis","2013-04-27 00:00:00",747,4843.552858321276,72653.29287481916,15,2907,0.04
"Copalis","2013-04-28 00:00:00",748,7839.40030019298,119798.2142961529,15.28155339805825,4793,0.04
"Kalaloch","2012-04-07 00:00:00",559,1381.972533224555,3872.259672302464,2.801980198019802,,
"Kalaloch","2012-04-08 00:00:00",560,443.4388824534457,312.049583948721,0.7037037037037037,,
"Kalaloch","2012-04-09 00:00:00",561,250.4245132079596,698.1531883373423,2.787878787878788,,
"LongBeach","2008-10-17 00:00:00",94,2682.05246496757,39266.92436991583,14.640625,,
"LongBeach","2008-10-17 00:00:00",670,1823.119409614307,26406.74519863223,14.484375,,
"LongBeach","2008-10-18 00:00:00",95,4361.761776540845,53343.16767256034,12.22972972972973,,
"LongBeach","2008-10-18 00:00:00",671,3357.156227657827,41057.11332473423,12.22972972972973,,
"LongBeach","2008-11-14 00:00:00",107,4330.191913994424,63089.88916552341,14.56976744186047,,
"LongBeach","2008-11-15 00:00:00",106,9126.410483393482,107131.6139698348,11.73863636363636,,
"LongBeach","2008-12-12 00:00:00",114,204.0643303537045,734.6315892733363,3.6,,
"LongBeach","2008-12-13 00:00:00",115,1437.556451118654,9213.429982169553,6.409090909090909,,
"LongBeach","2009-01-09 00:00:00",125,2708.284510554508,38254.51871158243,14.125,,
"LongBeach","2009-01-10 00:00:00",126,4414.022994756726,28266.72417796135,6.403846153846154,,
"LongBeach","2009-02-07 00:00:00",135,21386.28845346313,140955.0829887343,6.590909090909091,,
"LongBeach","2009-02-08 00:00:00",136,7373.625865695029,62911.14834348312,8.531914893617021,,
"LongBeach","2009-03-28 00:00:00",143,16925.75960135255,62183.76897018656,3.673913043478261,,
"LongBeach","2009-03-29 00:00:00",144,8951.661543299155,99542.4763614866,11.12,,
"LongBeach","2009-04-11 00:00:00",146,8386.097136719613,125791.4570507942,15,16982,0.135
"LongBeach","2009-04-12 00:00:00",147,2548.129001704705,19535.65567973608,7.666666666666667,,
"LongBeach","2009-04-25 00:00:00",152,9746.120156718556,101760.9604598555,10.44117647058824,10685,0.105
"LongBeach","2009-04-27 00:00:00",158,6551.290077614492,84864.40377463697,12.95384615384615,6506,0.07666666666666666
"LongBeach","2009-05-09 00:00:00",161,4582.423526152965,63221.91102183922,13.79661016949153,,
"LongBeach","2009-05-10 00:00:00",163,6484.422390685377,91926.22330324564,14.17647058823529,4595,0.05
"LongBeach","2009-10-16 00:00:00",176,3361.846224039016,36845.83461546762,10.96,,
"LongBeach","2009-10-17 00:00:00",177,5397.625422851981,80964.3813427797,15,,
"LongBeach","2009-11-04 00:00:00",179,1624.380290473338,23824.24426027562,14.66666666666667,,
"LongBeach","2009-11-14 00:00:00",185,5362.003114020838,77749.04515330216,14.5,,
"LongBeach","2009-11-15 00:00:00",186,1867.012273978604,24444.83512209196,13.09302325581395,,
"LongBeach","2009-12-02 00:00:00",194,1698.56169547503,24670.9124949324,14.52459016393443,,
"LongBeach","2009-12-04 00:00:00",198,957.9504249418017,14000.81390299556,14.61538461538461,,
"LongBeach","2009-12-31 00:00:00",214,2302.597388723871,29482.27636934681,12.80392156862745,,
"LongBeach","2010-01-02 00:00:00",215,3135.158659232838,47027.37988849257,15,,
"LongBeach","2010-02-26 00:00:00",232,3071.612423081423,46012.75409775971,14.98,,
"LongBeach","2010-02-28 00:00:00",233,5072.922590178091,76093.83885267135,15,,
"LongBeach","2010-03-01 00:00:00",236,1513.785384445295,4796.930309151327,3.168831168831169,,
"LongBeach","2010-03-26 00:00:00",241,5511.129109151138,81501.12086417741,14.78846153846154,,
"LongBeach","2010-03-28 00:00:00",242,3390.459034445879,12632.19414446771,3.725806451612903,,
"LongBeach","2010-03-29 00:00:00",243,231.6491081593748,231.6491081593748,1,,
"LongBeach","2010-03-30 00:00:00",244,2051.288882585161,10803.45478161518,5.266666666666667,,
"LongBeach","2010-03-31 00:00:00",245,2841.523447914938,34153.9975210168,12.01960784313725,,
"LongBeach","2010-04-01 00:00:00",250,3579.599889270326,37123.91498065837,10.37096774193548,,
"LongBeach","2010-04-16 00:00:00",251,4195.253887913833,61763.46001650921,14.72222222222222,3088,0.05
"LongBeach","2010-04-17 00:00:00",255,9386.695428905654,137102.642325228,14.60606060606061,,
"LongBeach","2010-04-18 00:00:00",256,8178.220337654515,115312.9067609287,14.1,9224,0.08
"LongBeach","2010-04-27 00:00:00",257,864.7953833308326,12971.93074996249,15,,
"LongBeach","2010-04-28 00:00:00",260,1642.850337836121,24417.26580548588,14.86274509803922,,
"LongBeach","2010-04-29 00:00:00",261,2696.901165473982,40123.28468633741,14.87755102040816,,
"LongBeach","2010-04-30 00:00:00",267,3978.04993664191,59670.74904962865,15,598,0.01
"LongBeach","2010-05-01 00:00:00",272,7004.318590387587,105064.7788558138,15,,
"LongBeach","2010-05-02 00:00:00",273,8933.407145734513,134001.1071860177,15,,
"LongBeach","2010-05-15 00:00:00",277,7876.720248259754,118150.8037238963,15,,
"LongBeach","2010-10-08 00:00:00",285,4625.079762672185,69541.37786017823,15.03571428571429,,
"LongBeach","2010-11-05 00:00:00",292,2671.338641034897,40070.07961552345,15,,
"LongBeach","2010-11-20 00:00:00",297,2314.840772181084,34844.44530756789,15.05263157894737,,
"LongBeach","2010-11-21 00:00:00",298,870.9422662875852,13064.13399431378,15,,
"LongBeach","2010-12-04 00:00:00",305,2296.25074730106,34443.7612095159,15,,
"LongBeach","2010-12-05 00:00:00",306,1134.76216735929,17021.43251038935,15,,
"LongBeach","2010-12-31 00:00:00",313,7304.014894497544,93798.92811881058,12.8421052631579,1406,0.015
"LongBeach","2011-01-01 00:00:00",314,5644.5315864403,68000.00405311609,12.04705882352941,,
"LongBeach","2011-01-20 00:00:00",315,973.4779211897749,3958.810212838418,4.066666666666666,,
"LongBeach","2011-01-21 00:00:00",316,1213.230735274201,9085.75017305346,7.488888888888889,,
"LongBeach","2011-01-22 00:00:00",317,2663.07580633022,33128.66303074794,12.44,,
"LongBeach","2011-02-18 00:00:00",326,2299.399624016095,33038.74196612599,14.36842105263158,,
"LongBeach","2011-02-19 00:00:00",327,4707.257781809782,67769.56838256304,14.3968253968254,,
"LongBeach","2011-03-19 00:00:00",336,6016.116715384261,65880.1916857511,10.95061728395062,,
"LongBeach","2011-03-20 00:00:00",337,3669.616051066556,53668.13474684837,14.625,,
"LongBeach","2011-03-21 00:00:00",339,3900.946928722454,52662.78353775312,13.5,,
"LongBeach","2011-03-22 00:00:00",340,2201.727967578489,33025.91951367734,15,,
"LongBeach","2011-04-07 00:00:00",348,3330.160401592743,41188.82601969971,12.36842105263158,,
"LongBeach","2011-04-08 00:00:00",349,5540.87960169587,66490.55522035045,12,665,0.01
"LongBeach","2011-04-09 00:00:00",350,7519.103268983645,92735.60698413162,12.33333333333333,,
"LongBeach","2011-04-19 00:00:00",357,2744.969756496743,41587.76760111733,15.1505376344086,1665,0.04
"LongBeach","2011-04-20 00:00:00",364,3220.407113517573,48254.98912953315,14.98412698412698,2734,0.05666666666666666
"LongBeach","2011-04-21 00:00:00",365,2809.03388173449,42135.50822601734,15,2107,0.05
"LongBeach","2011-04-22 00:00:00",358,2742.573462129743,41138.60193194616,15,,
"LongBeach","2011-04-23 00:00:00",359,3844.078940327876,57661.18410491815,15,,
"LongBeach","2011-05-03 00:00:00",367,469.852759830679,7047.791397460185,15,,
"LongBeach","2011-05-04 00:00:00",368,1109.580282181553,16643.7042327233,15,444,0.02666666666666667
"LongBeach","2011-05-05 00:00:00",369,1211.783166511244,18176.74749766865,15,,
"LongBeach","2011-05-06 00:00:00",377,2235.99971926721,32676.08680656401,14.61363636363636,,
"LongBeach","2011-05-07 00:00:00",378,2547.530611613788,38212.95917420682,15,,
"LongBeach","2011-05-08 00:00:00",379,1466.162722290272,21992.44083435408,15,,
"LongBeach","2011-05-21 00:00:00",388,3954.376833495927,60073.57472885897,15.19166666666667,400,0.006666666666666667
"LongBeach","2011-05-22 00:00:00",389,3944.601663070821,58984.12174310586,14.953125,394,0.006666666666666667
"LongBeach","2011-10-28 00:00:00",394,2083.046241801997,27700.08300268612,13.29787234042553,,
"LongBeach","2011-10-29 00:00:00",395,2846.007615013218,41286.08380179174,14.50666666666667,,
"LongBeach","2011-11-11 00:00:00",403,1456.563837616197,20473.72315570632,14.0561797752809,,
"LongBeach","2011-11-12 00:00:00",404,1440.533828965448,5500.22007423171,3.818181818181818,,
"LongBeach","2011-11-25 00:00:00",410,4738.419285455282,64433.64542371435,13.5981308411215,,
"LongBeach","2011-11-26 00:00:00",411,2800.758442482506,42119.09811579461,15.03846153846154,,
"LongBeach","2011-12-10 00:00:00",414,2272.024898130402,16446.7473969141,7.238805970149254,,
"LongBeach","2011-12-22 00:00:00",415,1878.026743504726,28321.85492220836,15.08064516129032,96,0.003333333333333334
"Longbeach","2012-01-20 00:00:00",6,1104.084411836303,7917.093099509103,7.170731707317073,,
"Longbeach","2012-02-18 00:00:00",439,6838.880719917176,57532.08405630324,8.4125,,
"LongBeach","2012-02-19 00:00:00",443,10016.60608480981,149317.3139619322,14.90697674418605,,
"LongBeach","2012-03-10 00:00:00",528,5360.66294427368,61966.71093916362,11.55952380952381,,
"LongBeach","2012-03-11 00:00:00",529,6486.344196109178,72871.27430196729,11.23456790123457,,
"LongBeach","2012-03-24 00:00:00",545,5584.755013592708,81215.58985868718,14.54237288135593,406,0.005
"LongBeach","2012-03-25 00:00:00",546,5766.000804074894,49011.00683463661,8.5,,
"LongBeach","2012-04-07 00:00:00",556,14020.80437850123,210312.0656775184,15,,
"LongBeach","2012-04-08 00:00:00",557,10042.05143783828,137285.4137357101,13.67105263157895,,
"LongBeach","2012-04-09 00:00:00",558,5594.369661977884,78053.18151142796,13.95209580838323,2732,0.035
"LongBeach","2012-04-21 00:00:00",564,6010.972302757331,90164.58454135996,15,,
"LongBeach","2012-04-22 00:00:00",565,5904.415797357203,88566.23696035804,15,1181,0.01333333333333333
"LongBeach","2012-04-23 00:00:00",566,3272.837035215417,49092.55552823125,15,,
"LongBeach","2012-10-13 00:00:00",578,5785.329764840789,83353.68321382263,14.40776699029126,,
"LongBeach","2012-10-14 00:00:00",579,1180.698716008569,12790.9027567595,10.83333333333333,,
"LongBeach","2012-10-15 00:00:00",581,605.2428290217229,7245.112688583564,11.97058823529412,,
"LongBeach","2012-10-27 00:00:00",587,1447.040454376777,19770.6108592176,13.66279069767442,,
"LongBeach","2012-10-28 00:00:00",588,946.3487278538987,14195.23091780848,15,,
"LongBeach","2012-11-15 00:00:00",602,1529.964727638645,22949.47091457968,15,,
"LongBeach","2012-11-17 00:00:00",608,3542.54182428583,44711.17181257722,12.62121212121212,,
"LongBeach","2012-11-29 00:00:00",612,305.4271676557219,2054.691855138492,6.727272727272728,,
"LongBeach","2012-11-30 00:00:00",618,357.4766246280628,39.71962495867365,0.1111111111111111,,
"LongBeach","2012-12-01 00:00:00",619,587.5632642718764,1468.908160679691,2.5,,
"LongBeach","2012-12-14 00:00:00",624,1731.511032501847,25998.90050317168,15.01515151515152,,
"LongBeach","2012-12-15 00:00:00",630,1465.350138690489,18472.29265743162,12.60606060606061,,
"LongBeach","2012-12-29 00:00:00",634,5810.285970045861,76607.35740940901,13.18478260869565,,
"LongBeach","2012-12-30 00:00:00",637,3820.01730028171,47300.80245348824,12.38235294117647,,
"LongBeach","2013-01-10 00:00:00",642,1416.517102948782,21247.75654423173,15,,
"LongBeach","2013-01-11 00:00:00",650,1426.79123380961,21401.86850714415,15,,
"LongBeach","2013-01-12 00:00:00",652,2756.260117639719,41246.62199573791,14.96470588235294,,
"LongBeach","2013-01-25 00:00:00",657,2026.272487564015,19140.48165175854,9.446153846153846,,
"LongBeach","2013-01-26 00:00:00",658,3502.928580075687,33917.24498168522,9.682539682539682,,
"LongBeach","2013-01-27 00:00:00",659,553.461348960207,4644.262623883477,8.391304347826088,,
"LongBeach","2013-02-08 00:00:00",679,3484.295061012907,52070.85396735957,14.94444444444444,,
"LongBeach","2013-02-09 00:00:00",684,11085.07435074308,168291.5833249177,15.18181818181818,,
"LongBeach","2013-02-10 00:00:00",685,3044.831981700854,45302.16232233298,14.87837837837838,,
"LongBeach","2013-02-23 00:00:00",699,4613.831086938953,35537.4846815417,7.702380952380953,,
"LongBeach","2013-02-24 00:00:00",700,1817.647092812615,23871.76515227234,13.13333333333333,,
"LongBeach","2013-03-08 00:00:00",713,2351.6699256394,35013.75222618663,14.88888888888889,,
"LongBeach","2013-03-09 00:00:00",714,11634.57752684756,174518.6629027134,15,19198,0.11
"LongBeach","2013-03-10 00:00:00",715,4614.03508530686,68608.69561630201,14.8695652173913,,
"LongBeach","2013-03-29 00:00:00",725,7296.160998359292,109442.4149753894,15,5473,0.05
"LongBeach","2013-03-30 00:00:00",728,13303.46241223034,199551.9361834551,15,7981,0.04
"LongBeach","2013-04-12 00:00:00",741,2255.772552919765,33836.58829379647,15,,
"LongBeach","2013-04-13 00:00:00",742,3620.530887682407,52116.58935690201,14.39473684210526,,
"LongBeach","2013-04-14 00:00:00",743,4682.060196453936,66830.2486988583,14.27368421052632,,
"LongBeach","2013-04-26 00:00:00",755,7169.354955879945,107540.3243381992,15,12099,0.1125
"LongBeach","2013-04-27 00:00:00",756,14848.04669947099,222658.0505059911,14.9957805907173,,
"LongBeach","2013-04-28 00:00:00",757,12612.13693341186,189182.054001178,15,4728,0.025
"LongBeach","2013-04-29 00:00:00",760,4467.833917392596,67103.42864391573,15.01923076923077,2013,0.03
"Mocrocks","2008-10-16 00:00:00",89,1931.603313054788,28766.03087749285,14.89230769230769,,
"Mocrocks","2008-10-16 00:00:00",485,1931.603313054788,27963.67257822394,14.47692307692308,,
"Mocrocks","2008-10-17 00:00:00",91,1001.756458764728,15026.34688147092,15,,
"Mocrocks","2008-10-17 00:00:00",486,1070.5029301761,16057.5439526415,15,,
"Mocrocks","2008-11-13 00:00:00",96,978.543420997261,14365.85022315128,14.68085106382979,,
"Mocrocks","2008-11-13 00:00:00",487,966.9566055720105,14504.34908358016,15,,
"Mocrocks","2008-11-14 00:00:00",97,1197.523475266016,17157.24542744764,14.32727272727273,,
"Mocrocks","2008-11-14 00:00:00",488,1297.021736275766,18582.7841488237,14.32727272727273,,
"Mocrocks","2008-11-15 00:00:00",103,2270.114298247134,32933.59847606289,14.50746268656716,,
"Mocrocks","2008-11-15 00:00:00",489,2319.506852980529,33145.41676867828,14.28985507246377,,
"Mocrocks","2008-11-16 00:00:00",104,337.1829731241767,5057.744596862651,15,,
"Mocrocks","2008-11-16 00:00:00",490,,,15,,
"Mocrocks","2008-12-11 00:00:00",109,1266.429816474425,18701.92868514558,14.76744186046512,,
"Mocrocks","2008-12-11 00:00:00",491,1262.078031497141,17463.63787769299,13.83720930232558,,
"Mocrocks","2008-12-13 00:00:00",113,709.3353854376563,9060.147423090066,12.77272727272727,,
"Mocrocks","2008-12-13 00:00:00",492,,,12.77272727272727,,
"Mocrocks","2009-01-09 00:00:00",118,891.5386254493924,13373.07938174089,15,,
"Mocrocks","2009-01-09 00:00:00",493,883.6364402455798,13254.5466036837,15,,
"Mocrocks","2009-01-10 00:00:00",120,1804.788312738274,24102.6568217305,13.35483870967742,,
"Mocrocks","2009-01-10 00:00:00",494,1798.663257544183,24020.85769752554,13.35483870967742,,
"Mocrocks","2009-01-11 00:00:00",123,664.3124572621537,9964.686858932304,15,,
"Mocrocks","2009-01-11 00:00:00",495,392.0000339854877,5880.000509782316,15,,
"Mocrocks","2009-02-06 00:00:00",128,2450.261411926512,36753.92117889768,15,1471,0.04
"Mocrocks","2009-02-06 00:00:00",496,2471.162692502491,37067.44038753737,15,1482,0.04
"Mocrocks","2009-02-07 00:00:00",131,8210.738939087929,118707.8019498644,14.45762711864407,2376,0.02
"Mocrocks","2009-02-07 00:00:00",497,8250.907212425162,119048.8040649916,14.42857142857143,2381,0.02
"Mocrocks","2009-02-08 00:00:00",134,2512.473483983973,37523.24529341282,14.93478260869565,,
"Mocrocks","2009-02-08 00:00:00",498,2520.126484889068,37226.65101048091,14.77173913043478,,
"Mocrocks","2009-03-27 00:00:00",139,3021.96636478553,44725.10219882584,14.8,3480,0.07777777777777778
"Mocrocks","2009-03-28 00:00:00",140,5582.822723524844,76949.90653925078,13.78333333333333,,
"Mocrocks","2009-03-29 00:00:00",141,3776.390628743087,56161.70678643566,14.87179487179487,,
"Mocrocks","2009-04-25 00:00:00",151,5520.463242166395,82806.94863249591,15,3037,0.03666666666666667
"Mocrocks","2009-04-26 00:00:00",153,4565.271550742054,67762.95223356345,14.84313725490196,2710,0.04
"Mocrocks","2009-04-27 00:00:00",155,1701.158391642301,25517.37587463451,15,,
"Mocrocks","2009-05-09 00:00:00",159,1855.378737342426,27713.25202612737,14.93670886075949,,
"Mocrocks","2009-10-17 00:00:00",170,3496.23817827454,46404.61582073481,13.27272727272727,,
