beach,condition,bin_ord,bin,min before low,n_surveys,n_at_bin,full coverage,pooled_pct,survey_mean_pct,survey_sd_pct,bootstrap sd,boot 2.5%,boot 97.5%
Copalis,Daylight,21,1:30 - 1:45,-90,7,0,no,0.206401313089865,,,0.0486648061447699,0.106605922551253,0.296359808791355
Copalis,Daylight,22,1:45 - 2:00,-105,7,0,no,0.206401313089865,,,0.0486648061447699,0.106605922551253,0.296359808791355
Copalis,Evening,0,Prior to start,,6,6,yes,0.0931899641577061,0.112643658313826,0.0874731554592622,0.0259596009357973,0.0517464424320828,0.150282485875706
Copalis,Evening,1,3:30 - 3:15,210,6,2,no,0.100358422939068,0.116073013595033,0.0849610774896378,0.0232612201778077,0.0613279270146984,0.150282485875706
Copalis,Evening,2,3:15 - 3:00,195,6,2,no,0.125448028673835,0.137214264391996,0.0624743903574694,0.0157160336561293,0.0957613814756672,0.157487922705314
Copalis,Evening,3,3:00 - 2:45,180,6,5,no,0.163440860215054,0.162154054228344,0.0586297067177367,0.019883060289742,0.114026236125126,0.192419825072886
Copalis,Evening,4,2:45 - 2:30,165,6,5,no,0.230824372759857,0.208778847992275,0.0605045768909243,0.0296071940783806,0.160386473429952,0.272409778812573
Copalis,Evening,5,2:30 - 2:15,150,6,6,yes,0.32258064516129,0.288800465461935,0.0775626137711045,0.0347329210766172,0.23784355179704,0.36980056980057
Copalis,Evening,6,2:15 - 2:00,135,6,6,yes,0.424372759856631,0.379733935664665,0.10805547926811,0.0458417885084667,0.311139564660691,0.487450462351387
Copalis,Evening,7,2:00 - 1:45,120,6,6,yes,0.497491039426523,0.455449593626698,0.11598366860713,0.0481648690316136,0.377753303964758,0.570559919171901
Copalis,Evening,8,1:45 - 1:30,105,6,6,yes,0.532616487455197,0.505421496148248,0.113258567313621,0.0497914838751043,0.41079295154185,0.6110344970801
Copalis,Evening,9,1:30 - 1:15,90,6,6,yes,0.544086021505376,0.533579245613593,0.100908434510258,0.0414075176275765,0.446682281217159,0.605599513085819
Copalis,Evening,10,1:15 - 1:00,75,6,6,yes,0.549820788530466,0.556714346496666,0.103118806809072,0.039998173662086,0.458096013018714,0.608213096559379
Copalis,Evening,11,1:00 - 0:45,60,6,6,yes,0.470967741935484,0.509013026539732,0.138678757719555,0.0453387538692347,0.385679414157852,0.560479041916168
Copalis,Evening,12,0:45 - 0:30,45,6,6,yes,0.390681003584229,0.440934812338454,0.141858316009477,0.046717387662118,0.325660121868653,0.493333333333333
Copalis,Evening,13,0:30 - 0:15,30,6,6,yes,0.301075268817204,0.366283614052314,0.157510142643678,0.0498849914979335,0.239137481213201,0.41946697566628
Copalis,Evening,14,0:15 - 0:00,15,6,6,yes,0.224372759856631,0.282931426396096,0.13886546053282,0.044380164264869,0.168175321581706,0.33603707995365
Copalis,Evening,15,0:00 - 0:15,0,6,6,yes,0.16415770609319,0.192088574001667,0.080886682471462,0.0293932134209063,0.121072796934866,0.233793836344315
Copalis,Evening,16,0:15 - 0:30,-15,6,4,no,0.126881720430108,0.13243266727794,0.040236793566791,0.0168683758478032,0.0961887477313975,0.161790017211704
Copalis,Evening,17,0:30 - 0:45,-30,6,4,no,0.103225806451613,0.0977149205164249,0.0232863017813473,0.0119836038543428,0.0835431386745895,0.131782945736434
Copalis,Evening,18,0:45 - 1:00,-45,6,3,no,0.0817204301075269,0.0500300719393051,0.0261701550773919,0.0151660581009978,0.0576923076923077,0.114912280701754
Copalis,Evening,19,1:00 - 1:15,-60,6,0,no,0.0817204301075269,,,0.0151660581009978,0.0576923076923077,0.114912280701754
Copalis,Evening,20,1:15 - 1:30,-75,6,0,no,0.0817204301075269,,,0.0151660581009978,0.0576923076923077,0.114912280701754
Copalis,Evening,21,1:30 - 1:45,-90,6,0,no,0.0817204301075269,,,0.0151660581009978,0.0576923076923077,0.114912280701754
Copalis,Evening,22,1:45 - 2:00,-105,6,0,no,0.0817204301075269,,,0.0151660581009978,0.0576923076923077,0.114912280701754
Long Beach,Daylight,0,Prior to start,,3,3,yes,0.00660501981505945,0.0147067832357549,0.0193183404681886,0.00656983226241216,0,0.0365853658536585
Long Beach,Daylight,1,3:30 - 3:15,210,3,1,no,0.00660501981505945,0.0147067832357549,0.0193183404681886,0.00656983226241216,0,0.0365853658536585
Long Beach,Daylight,2,3:15 - 3:00,195,3,1,no,0.00660501981505945,0.0147067832357549,0.0193183404681886,0.00656983226241216,0,0.0365853658536585
Long Beach,Daylight,3,3:00 - 2:45,180,3,3,yes,0.0198150594451783,0.0330016540208459,0.0371081927092653,0.0135406067567431,0,0.0731707317073171
Long Beach,Daylight,4,2:45 - 2:30,165,3,3,yes,0.071334214002642,0.0853533006586489,0.0668279371068753,0.0302797259751413,0.0139165009940358,0.146341463414634
Long Beach,Daylight,5,2:30 - 2:15,150,3,3,yes,0.152575957727873,0.148506399185292,0.0721368647854172,0.0434429594827332,0.0656063618290259,0.196986006458558
Long Beach,Daylight,6,2:15 - 2:00,135,3,3,yes,0.257595772787318,0.212790502993573,0.103279082653545,0.0676980622345308,0.137176938369781,0.330462863293864
Long Beach,Daylight,7,2:00 - 1:45,120,3,3,yes,0.387714663143989,0.299158378337534,0.158541567753307,0.0793708406992913,0.146341463414634,0.46286329386437
Long Beach,Daylight,8,1:45 - 1:30,105,3,3,yes,0.490092470277411,0.385036982459953,0.189481531728198,0.0828853766284141,0.182926829268293,0.558665231431647
Long Beach,Daylight,9,1:30 - 1:15,90,3,3,yes,0.543593130779392,0.457061493919033,0.165627721960914,0.0613555963161961,0.268292682926829,0.578040904198062
Long Beach,Daylight,10,1:15 - 1:00,75,3,3,yes,0.560766182298547,0.488204729806812,0.148238690357659,0.0511077105660156,0.317073170731707,0.576964477933262
Long Beach,Daylight,11,1:00 - 0:45,60,3,3,yes,0.513210039630119,0.465528618482251,0.108510985136166,0.0365472056177931,0.341463414634146,0.542743538767396
Long Beach,Daylight,12,0:45 - 0:30,45,3,3,yes,0.410832232496698,0.392651651330172,0.0344044301799364,0.0130070850666962,0.353658536585366,0.418729817007535
Long Beach,Daylight,13,0:30 - 0:15,30,3,3,yes,0.315059445178336,0.327557465815345,0.0232809623496288,0.00910690347923033,0.308934337997847,0.353658536585366
Long Beach,Daylight,14,0:15 - 0:00,15,3,3,yes,0.238441215323646,0.233011828649168,0.0117180257417359,0.00395115338515915,0.219512195121951,0.240556660039761
Long Beach,Daylight,15,0:00 - 0:15,0,3,3,yes,0.186922060766182,0.186916769400313,0.00685401537125163,0.00394262704717815,0.182926829268293,0.194831013916501
Long Beach,Daylight,16,0:15 - 0:30,-15,3,3,yes,0.127476882430647,0.144899764861347,0.0333603766005792,0.0123509379309363,0.120559741657697,0.182926829268293
Long Beach,Daylight,17,0:30 - 0:45,-30,3,3,yes,0.0792602377807133,0.0923342909628092,0.0394922089828425,0.0149239138465287,0.0556660039761431,0.134146341463415
Long Beach,Daylight,18,0:45 - 1:00,-45,3,3,yes,0.0574636723910172,0.0790338438794104,0.0628531261225851,0.0233335544309001,0.021868787276342,0.146341463414634
Long Beach,Daylight,19,1:00 - 1:15,-60,3,1,no,0.0568031704095112,0.134146341463415,,0.0215924561566874,0.021868787276342,0.134146341463415
Long Beach,Daylight,20,1:15 - 1:30,-75,3,1,no,0.0554821664464993,0.109756097560976,,0.0185643075052257,0.021868787276342,0.109756097560976
Long Beach,Daylight,21,1:30 - 1:45,-90,3,1,no,0.0515191545574637,0.0365853658536585,,0.0160796753120435,0.021868787276342,0.0688912809472551
Long Beach,Daylight,22,1:45 - 2:00,-105,3,0,no,0.0515191545574637,,,0.0160796753120435,0.021868787276342,0.0688912809472551
Long Beach,Evening,0,Prior to start,,4,4,yes,0.0939966515187754,0.0510988567255158,0.0672197405962727,0.0379523050165186,0,0.132058970514743
Long Beach,Evening,1,3:30 - 3:15,210,4,3,no,0.157617794785936,0.176678267027148,0.105112311417188,0.040290027939233,0.106230031948882,0.268208092485549
Long Beach,Evening,2,3:15 - 3:00,195,4,3,no,0.195646974408036,0.242196853379068,0.141957340290887,0.0617675202898992,0.144927536231884,0.372254335260116
Long Beach,Evening,3,3:00 - 2:45,180,4,3,no,0.244917483855537,0.322266269559595,0.185996722482529,0.0924773229418019,0.157012195121951,0.486705202312139
Long Beach,Evening,4,2:45 - 2:30,165,4,4,yes,0.33197799569481,0.426654948813178,0.231695878581509,0.116860469793343,0.21532012195122,0.624277456647399
Long Beach,Evening,5,2:30 - 2:15,150,4,4,yes,0.438651040420952,0.519871333774443,0.232092612160183,0.114674030870328,0.314024390243902,0.72973964063073
Long Beach,Evening,6,2:15 - 2:00,135,4,4,yes,0.532647691939727,0.59440316369118,0.196018586970626,0.0975660146330912,0.419207317073171,0.776310964429776
Long Beach,Evening,7,2:00 - 1:45,120,4,4,yes,0.619229849318345,0.659028500292247,0.143518028143037,0.0712080967521975,0.532774390243902,0.790663390663391
Long Beach,Evening,8,1:45 - 1:30,105,4,4,yes,0.651518775412581,0.670422538037252,0.0813431289336952,0.0432249240081187,0.597560975609756,0.742453436095055
Long Beach,Evening,9,1:30 - 1:15,90,4,4,yes,0.677828270748625,0.654990208723144,0.0661927130946332,0.0264310367640871,0.595375722543353,0.711216730038023
Long Beach,Evening,10,1:15 - 1:00,75,4,4,yes,0.654388902176513,0.589401120779107,0.1648479379172,0.076698687448184,0.435838150289017,0.722263868065967
Long Beach,Evening,11,1:00 - 0:45,60,4,4,yes,0.632145419756039,0.5376273072424,0.216904523881775,0.112881494772508,0.352601156069364,0.745426829268293
Long Beach,Evening,12,0:45 - 0:30,45,4,4,yes,0.582157378617556,0.464197203851641,0.26873458984574,0.148085749429693,0.22992299229923,0.742759146341463
Long Beach,Evening,13,0:30 - 0:15,30,4,4,yes,0.526907438411863,0.387682375578185,0.291151971751184,0.17541511507469,0.141547488082142,0.722942073170732
Long Beach,Evening,14,0:15 - 0:00,15,4,4,yes,0.474766802200431,0.334912152851573,0.287028483175277,0.17897456528429,0.099009900990099,0.676448170731707
Long Beach,Evening,15,0:00 - 0:15,0,4,4,yes,0.420473570916049,0.280340760396221,0.261935404316908,0.16968619522012,0.0835380835380835,0.607088414634146
Long Beach,Evening,16,0:15 - 0:30,-15,4,4,yes,0.348002870126764,0.226094299771774,0.219925169141783,0.144755727896976,0.0732186732186732,0.505335365853659
Long Beach,Evening,17,0:30 - 0:45,-30,4,4,yes,0.262377421669457,0.16792223475481,0.170087442034954,0.11363700534776,0.054592164418754,0.385978731784167
Long Beach,Evening,18,0:45 - 1:00,-45,4,4,yes,0.174121023678546,0.10717177026193,0.113133824436089,0.0761206523657036,0.0369211514392991,0.258369436786136
Long Beach,Evening,19,1:00 - 1:15,-60,4,3,no,0.0968667782827075,0.0709313837236982,0.0665089303590779,0.0366347201236184,0.0222793487574979,0.137849547065774
Long Beach,Evening,20,1:15 - 1:30,-75,4,1,no,0.0368332934704616,0.0379692832764505,,0.00746457332901738,0.0222793487574979,0.0566473988439306
Long Beach,Evening,21,1:30 - 1:45,-90,4,1,no,0.0361157617794786,0.0366894197952218,,0.00744602922144009,0.0222793487574979,0.0566473988439306
Long Beach,Evening,22,1:45 - 2:00,-105,4,0,no,0.0361157617794786,,,0.00744602922144009,0.0222793487574979,0.0566473988439306
Mocrocks,Daylight,0,Prior to start,,8,7,no,0.16716145238639,0.0729703728524913,0.116601715894588,0.0767088368261925,0.0208694123741859,0.272185561781312
Mocrocks,Daylight,1,3:30 - 3:15,210,8,0,no,0.16716145238639,0.0729703728524913,0.116601715894588,0.0767088368261925,0.0208694123741859,0.272185561781312
Mocrocks,Daylight,2,3:15 - 3:00,195,8,1,no,0.168531628225622,0.0770244269065453,0.114242153536136,0.0760683647760622,0.0261913712821892,0.273387560072467
Mocrocks,Daylight,3,3:00 - 2:45,180,8,7,no,0.181776661338205,0.093507610553925,0.112087700204762,0.0708833204722866,0.0423203092439777,0.278325515991952
Mocrocks,Daylight,4,2:45 - 2:30,165,8,7,no,0.204156200045673,0.118462725263064,0.113080361882043,0.0628073299939005,0.0673568191999239,0.286466433797994
Mocrocks,Daylight,5,2:30 - 2:15,150,8,7,no,0.248915277460607,0.177372395846354,0.108996418141398,0.0479436581438135,0.127675328216915,0.306098210136521
Mocrocks,Daylight,6,2:15 - 2:00,135,8,7,no,0.294587805435031,0.239727925141641,0.106494651274562,0.0377531396182244,0.190684235126949,0.337976129216767
Mocrocks,Daylight,7,2:00 - 1:45,120,8,8,yes,0.413793103448276,0.355336611366719,0.106476906278355,0.0429794293139201,0.2982689747004,0.46304977269071
Mocrocks,Daylight,8,1:45 - 1:30,105,8,8,yes,0.514044302352135,0.46427579355325,0.091334248587968,0.0409040302879024,0.409734607170446,0.562669907549007
Mocrocks,Daylight,9,1:30 - 1:15,90,8,8,yes,0.59762502854533,0.562067160224255,0.0775599574205947,0.0370048125002087,0.508978383949611,0.64553737114412
Mocrocks,Daylight,10,1:15 - 1:00,75,8,8,yes,0.640557204841288,0.620322799338226,0.0619321282443525,0.0306424473082639,0.577181115559075,0.683753617197189
Mocrocks,Daylight,11,1:00 - 0:45,60,8,8,yes,0.658597853391185,0.646177947732687,0.0571159987975835,0.0244049587049968,0.606076479832373,0.693883641536273
Mocrocks,Daylight,12,0:45 - 0:30,45,8,8,yes,0.640100479561544,0.645462006791805,0.0674574224280156,0.0193936739281278,0.597948522993644,0.677129351054917
Mocrocks,Daylight,13,0:30 - 0:15,30,8,8,yes,0.593971226307376,0.611610649364398,0.0932070692130729,0.0311319875120686,0.544001907941808,0.668944575789201
Mocrocks,Daylight,14,0:15 - 0:00,15,8,8,yes,0.50810687371546,0.538082567834182,0.117963699599868,0.0399704894959815,0.457094214208165,0.611507767978699
Mocrocks,Daylight,15,0:00 - 0:15,0,8,8,yes,0.427266499200731,0.448540148929806,0.138200207654238,0.0441536671231899,0.369097042944388,0.538432769812186
Mocrocks,Daylight,16,0:15 - 0:30,-15,8,8,yes,0.340945421329071,0.354408233853466,0.139544762806708,0.0420163437315154,0.284976636516998,0.44778156996587
Mocrocks,Daylight,17,0:30 - 0:45,-30,8,8,yes,0.266042475451016,0.279053118944103,0.150135247453014,0.0462869585598814,0.203359414453494,0.38272011008238
Mocrocks,Daylight,18,0:45 - 1:00,-45,8,8,yes,0.231331354190454,0.234657330804578,0.140296886721051,0.0379769924136412,0.177811865815643,0.327409273538952
Mocrocks,Daylight,19,1:00 - 1:15,-60,8,1,no,0.231331354190454,0.181870669745958,,0.0379769924136412,0.177811865815643,0.327409273538952
Mocrocks,Daylight,20,1:15 - 1:30,-75,8,0,no,0.231331354190454,,,0.0379769924136412,0.177811865815643,0.327409273538952
Mocrocks,Daylight,21,1:30 - 1:45,-90,8,0,no,0.231331354190454,,,0.0379769924136412,0.177811865815643,0.327409273538952
Mocrocks,Daylight,22,1:45 - 2:00,-105,8,0,no,0.231331354190454,,,0.0379769924136412,0.177811865815643,0.327409273538952
Mocrocks,Evening,0,Prior to start,,6,6,yes,0.0833333333333333,0.0810877360967738,0.0522596948294715,0.0185847625610734,0.0473588342440802,0.120133481646274
Mocrocks,Evening,1,3:30 - 3:15,210,6,2,no,0.0942028985507246,0.0916140518862474,0.0673683835489639,0.024827535413953,0.0496277915632754,0.145240431795878
Mocrocks,Evening,2,3:15 - 3:00,195,6,2,no,0.110507246376812,0.111067096261892,0.0745479303992075,0.0303372534296179,0.0612998522895126,0.174757281553398
Mocrocks,Evening,3,3:00 - 2:45,180,6,6,yes,0.181159420289855,0.180467057927951,0.088585028761357,0.0363705772570001,0.119180633147114,0.260109289617486
Mocrocks,Evening,4,2:45 - 2:30,165,6,6,yes,0.271739130434783,0.26614673810349,0.129873654364242,0.0508636777555371,0.187182447257384,0.385113268608414
Mocrocks,Evening,5,2:30 - 2:15,150,6,6,yes,0.381340579710145,0.378506174242287,0.12970722155773,0.0500213945570027,0.295638126009693,0.488845780795344
Mocrocks,Evening,6,2:15 - 2:00,135,6,6,yes,0.469202898550725,0.464895002255463,0.122319098796886,0.0457469111843959,0.387580299785867,0.562223035818092
Mocrocks,Evening,7,2:00 - 1:45,120,6,6,yes,0.53804347826087,0.527608433391572,0.0875418064709806,0.0293004085903801,0.480446927374302,0.596885813148789
Mocrocks,Evening,8,1:45 - 1:30,105,6,6,yes,0.593297101449275,0.581748764990701,0.0516699369691396,0.0160438547610125,0.557038834951456,0.617880097060177
Mocrocks,Evening,9,1:30 - 1:15,90,6,6,yes,0.610507246376812,0.590120575315146,0.0884841327170735,0.0328443189487254,0.53813104189044,0.664596372006357
Mocrocks,Evening,10,1:15 - 1:00,75,6,6,yes,0.568840579710145,0.547663839811486,0.112257998962486,0.0458469465357493,0.473224043715847,0.652252252252252
Mocrocks,Evening,11,1:00 - 0:45,60,6,6,yes,0.501811594202899,0.474281700531269,0.136038101263608,0.0519167814846043,0.386740331491713,0.589660743134087
Mocrocks,Evening,12,0:45 - 0:30,45,6,6,yes,0.409420289855073,0.388279046649006,0.103131094229916,0.0400543048469512,0.321546961325967,0.479806138933764
Mocrocks,Evening,13,0:30 - 0:15,30,6,6,yes,0.308876811594203,0.29789587078335,0.0595372540153264,0.0204666244507715,0.263319672131148,0.343609022556391
Mocrocks,Evening,14,0:15 - 0:00,15,6,6,yes,0.240036231884058,0.23153100152145,0.0458274016255102,0.0174866121919486,0.201010101010101,0.268429487179487
Mocrocks,Evening,15,0:00 - 0:15,0,6,6,yes,0.16213768115942,0.1568018803077,0.0347466843143157,0.012837880839515,0.134244381855195,0.184310738766184
Mocrocks,Evening,16,0:15 - 0:30,-15,6,6,yes,0.126811594202899,0.12713883040777,0.0285755693690315,0.0109483555190374,0.105971404541632,0.147959183673469
Mocrocks,Evening,17,0:30 - 0:45,-30,6,4,no,0.107789855072464,0.0899226362255807,0.0167675453925569,0.0142539569420847,0.0855048859934853,0.139980824544583
Mocrocks,Evening,18,0:45 - 1:00,-45,6,3,no,0.088768115942029,0.0694056115833337,0.0391945203085402,0.0211619617143435,0.0531757754800591,0.135186960690316
Mocrocks,Evening,19,1:00 - 1:15,-60,6,0,no,0.088768115942029,,,0.0211619617143435,0.0531757754800591,0.135186960690316
Mocrocks,Evening,20,1:15 - 1:30,-75,6,0,no,0.088768115942029,,,0.0211619617143435,0.0531757754800591,0.135186960690316
Mocrocks,Evening,21,1:30 - 1:45,-90,6,0,no,0.088768115942029,,,0.0211619617143435,0.0531757754800591,0.135186960690316
Mocrocks,Evening,22,1:45 - 2:00,-105,6,0,no,0.088768115942029,,,0.0211619617143435,0.0531757754800591,0.135186960690316
Twin Harbors,Daylight,0,Prior to start,,5,5,yes,0.162710895052903,0.0588927908401181,0.114050631734626,0.0863468989370519,0.00264830508474576,0.238182847438438
Twin Harbors,Daylight,1,3:30 - 3:15,210,5,1,no,0.163282813840435,0.0599106025449527,0.113443142154768,0.0858637301045499,0.00439238653001464,0.238182847438438
Twin Harbors,Daylight,2,3:15 - 3:00,195,5,1,no,0.163854732627967,0.0609284142497873,0.112878278740825,0.085386038816533,0.00522739153162572,0.238182847438438
Twin Harbors,Daylight,3,3:00 - 2:45,180,5,4,no,0.170145839290821,0.0729155368997922,0.107332332960849,0.0800812805647021,0.0156340474811812,0.240839909808343
Twin Harbors,Daylight,4,2:45 - 2:30,165,5,4,no,0.179868458678868,0.0912168673514808,0.100141367750879,0.072048480564658,0.0341880341880342,0.243593394077449
Twin Harbors,Daylight,5,2:30 - 2:15,150,5,4,no,0.200457535030026,0.132396898569299,0.0956248225818085,0.0559898964277106,0.0694846554719166,0.248165314793357
Twin Harbors,Daylight,6,2:15 - 2:00,135,5,4,no,0.220474692593652,0.171975261758134,0.0982804776390827,0.0422123743212123,0.109438332368269,0.256882475792671
Twin Harbors,Daylight,7,2:00 - 1:45,120,5,5,yes,0.328567343437232,0.259780614768678,0.12420716324328,0.0547963329756409,0.185211773151472,0.373150872656037
Twin Harbors,Daylight,8,1:45 - 1:30,105,5,5,yes,0.432656562768087,0.359243699826645,0.149884313034859,0.0574197239056726,0.26411149825784,0.476886747019724
Twin Harbors,Daylight,9,1:30 - 1:15,90,5,5,yes,0.519588218472977,0.444896736971059,0.139508240958353,0.058574179105629,0.368098159509202,0.566375422773394
Twin Harbors,Daylight,10,1:15 - 1:00,75,5,5,yes,0.572204746925937,0.513439789729903,0.122212384136123,0.0494578479863877,0.433075933075933,0.613109813524204
Twin Harbors,Daylight,11,1:00 - 0:45,60,5,5,yes,0.584786960251644,0.545256123402547,0.0925485072635393,0.0379619925423941,0.473317952802258,0.616911764705882
Twin Harbors,Daylight,12,0:45 - 0:30,45,5,5,yes,0.563054046325422,0.533314801236795,0.0987863176507375,0.0375825380669128,0.453024453024453,0.596787593464414
Twin Harbors,Daylight,13,0:30 - 0:15,30,5,5,yes,0.512153274235059,0.494173383710545,0.119020441156061,0.0398170285783739,0.402187902187902,0.568035114898012
Twin Harbors,Daylight,14,0:15 - 0:00,15,5,5,yes,0.448384329425222,0.43547215650961,0.128203311597487,0.0417475396612046,0.33976833976834,0.514386707943069
Twin Harbors,Daylight,15,0:00 - 0:15,0,5,5,yes,0.366885902201887,0.359629499792459,0.126741692332512,0.0399348482358168,0.27027027027027,0.447118429385687
Twin Harbors,Daylight,16,0:15 - 0:30,-15,5,5,yes,0.289390906491278,0.285730871686821,0.114398868978129,0.0359074342797703,0.205920205920206,0.365421152628246
Twin Harbors,Daylight,17,0:30 - 0:45,-30,5,5,yes,0.219044895624821,0.228535812485455,0.0989260380962398,0.031520064101855,0.161723559037493,0.303639326453015
Twin Harbors,Daylight,18,0:45 - 1:00,-45,5,5,yes,0.160995138690306,0.174444079387006,0.0891817997750056,0.0290084082957935,0.114717403469502,0.238457360130364
Twin Harbors,Daylight,19,1:00 - 1:15,-60,5,2,no,0.143551615670575,0.15625070727646,0.0293601865075825,0.0254085100882048,0.103238866396761,0.211678832116788
Twin Harbors,Daylight,20,1:15 - 1:30,-75,5,1,no,0.138404346582785,0.135632183908046,,0.0241557736533251,0.0967930029154519,0.199734571997346
Twin Harbors,Daylight,21,1:30 - 1:45,-90,5,1,no,0.131255361738633,0.0781609195402299,,0.0258522730358106,0.0772976262933658,0.192582953806116
Twin Harbors,Daylight,22,1:45 - 2:00,-105,5,1,no,0.12782384901344,0.0505747126436782,,0.0279234841302212,0.0632124352331606,0.191893603546548
Twin Harbors,Evening,0,Prior to start,,3,3,yes,0.0995475113122172,0.107772849320043,0.083425598571432,0.037212631887388,0.0578034682080925,0.204081632653061
Twin Harbors,Evening,1,3:30 - 3:15,210,3,1,no,0.0995475113122172,0.107772849320043,0.083425598571432,0.037212631887388,0.0578034682080925,0.204081632653061
Twin Harbors,Evening,2,3:15 - 3:00,195,3,2,no,0.113122171945701,0.121424726453149,0.0749739439281623,0.0343295891794672,0.0578034682080925,0.204081632653061
Twin Harbors,Evening,3,3:00 - 2:45,180,3,3,yes,0.168552036199095,0.17537044291567,0.0603269755789261,0.0289752162211618,0.109826589595376,0.228571428571429
Twin Harbors,Evening,4,2:45 - 2:30,165,3,3,yes,0.235294117647059,0.239395846326062,0.0422010207958422,0.0209712437302155,0.190751445086705,0.266211604095563
Twin Harbors,Evening,5,2:30 - 2:15,150,3,3,yes,0.334841628959276,0.335979562177413,0.0269286979469546,0.01322566549635,0.312138728323699,0.36518771331058
Twin Harbors,Evening,6,2:15 - 2:00,135,3,3,yes,0.433257918552036,0.430505672647247,0.0300760631355378,0.0133355907168257,0.395918367346939,0.450511945392492
Twin Harbors,Evening,7,2:00 - 1:45,120,3,3,yes,0.524886877828054,0.518602997631415,0.0549910312534679,0.0260218107058381,0.46530612244898,0.57514450867052
Twin Harbors,Evening,8,1:45 - 1:30,105,3,3,yes,0.537330316742081,0.530622820257934,0.0672307774881605,0.0300317427293883,0.453061224489796,0.572254335260116
Twin Harbors,Evening,9,1:30 - 1:15,90,3,3,yes,0.519230769230769,0.519159868173038,0.0676932293086086,0.0318984450125365,0.477551020408163,0.597269624573379
Twin Harbors,Evening,10,1:15 - 1:00,75,3,3,yes,0.480769230769231,0.489602018873797,0.100632236924925,0.0502494307010228,0.375722543352601,0.566552901023891
Twin Harbors,Evening,11,1:00 - 0:45,60,3,3,yes,0.421945701357466,0.440348608420859,0.188915557683571,0.0938623098652687,0.222543352601156,0.559726962457338
